volatile acidity,residual sugar,chlorides,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.685,0.6931471805599453,-2.430418464503931,4.5217885770490405,0.9963,3.28,0.62,2.2407096892759584,0
0.25,0.5306282510621704,-2.7806208939370456,3.7376696182833684,0.9959,3.18,0.83,2.3608540011180215,1
0.64,0.5877866649021191,-2.513306124309698,3.4339872044851463,0.99689,3.59,0.66,2.2823823856765264,0
0.64,0.5877866649021191,-2.513306124309698,3.4339872044851463,0.99689,3.59,0.66,2.2823823856765264,0
0.68,0.5877866649021191,-2.551046452292545,3.6635616461296463,0.9977,3.5,0.7,2.2925347571405443,1
0.64,0.5877866649021191,-2.513306124309698,3.4339872044851463,0.99689,3.59,0.66,2.2823823856765264,0
0.63,0.47000362924573563,-2.5257286443082556,3.4657359027997265,0.99689,3.58,0.66,2.2823823856765264,0
0.43,0.6418538861723947,-2.4651040224918206,3.091042453358316,0.99708,3.28,0.55,2.2512917986064953,0
0.43,0.6418538861723947,-2.4651040224918206,3.091042453358316,0.99708,3.28,0.55,2.2512917986064953,0
0.42,0.9162907318741551,-2.5257286443082556,4.804021044733257,0.99801,3.22,1.07,2.272125885509337,0
0.36,0.4054651081081644,-2.5257286443082556,4.007333185232471,0.99652,3.47,0.73,2.388762789235098,1
0.36,0.4054651081081644,-2.5257286443082556,4.007333185232471,0.99652,3.47,0.73,2.388762789235098,1
0.735,0.9162907318741551,-2.645075401940822,2.6390573296152584,0.99538,3.51,0.71,2.4595888418037104,1
0.36,0.4054651081081644,-2.5257286443082556,4.007333185232471,0.99652,3.47,0.73,2.388762789235098,1
0.26,0.9162907318741551,-2.617295837833746,3.8501476017100584,0.99594,3.4,0.78,2.424802725718295,1
0.28,0.5306282510621704,-2.9187712324178627,3.4657359027997265,0.99686,3.15,0.67,2.3608540011180215,1
0.56,0.5877866649021191,-2.6036901857779675,3.1780538303479458,0.99438,3.4,0.82,2.4159137783010487,1
0.62,0.9932517730102834,-2.563949857128453,4.442651256490317,0.99746,3.51,0.54,2.2512917986064953,0
1.01,0.6931471805599453,-3.2441936328524905,4.477336814478207,0.99357,3.66,0.6,2.4423470353692043,1
0.42,0.9932517730102834,-2.703062659591171,3.2188758248682006,0.99628,3.24,0.44,2.341805806147327,0
0.62,0.9162907318741551,-2.551046452292545,4.430816798843313,0.99746,3.51,0.53,2.272125885509337,0
0.62,0.9932517730102834,-2.563949857128453,4.442651256490317,0.99746,3.51,0.54,2.2512917986064953,0
0.635,0.9555114450274363,-2.563949857128453,4.454347296253507,0.99748,3.51,0.54,2.272125885509337,0
0.49,0.8329091229351039,-2.645075401940822,3.1780538303479458,0.99438,3.41,0.83,2.424802725718295,1
0.51,0.6931471805599453,-2.631089159966082,3.091042453358316,0.99438,3.4,0.84,2.4159137783010487,1
0.56,0.5877866649021191,-2.6036901857779675,3.1780538303479458,0.99438,3.4,0.82,2.4159137783010487,1
0.63,0.6931471805599453,-2.5257286443082556,3.7612001156935624,0.99578,3.44,0.64,2.388762789235098,1
0.715,0.7419373447293773,-2.7488721956224653,3.7612001156935624,0.99371,3.41,0.57,2.468099531471619,1
0.56,0.4054651081081644,-2.4534079827286295,3.828641396489095,0.99522,3.53,0.57,2.3608540011180215,0
0.35,0.6931471805599453,-2.703062659591171,3.871201010907891,0.99576,3.43,0.54,2.302585092994046,0
0.21,0.47000362924573563,-2.703062659591171,2.302585092994046,0.99552,3.23,0.58,2.4069451083182885,1
0.38,0.7419373447293773,-2.2633643798407643,2.302585092994046,0.99664,3.12,0.65,2.468099531471619,1
0.31,1.0296194171811581,-2.2164073967529934,2.772588722239781,0.99614,3.31,0.79,2.468099531471619,1
0.47,0.7884573603642703,-2.703062659591171,2.6390573296152584,0.99517,3.4,0.58,2.388762789235098,0
0.715,0.7419373447293773,-2.7488721956224653,3.7612001156935624,0.99371,3.41,0.57,2.468099531471619,1
0.61,1.3862943611198906,-2.364460496712133,4.23410650459726,0.99787,3.22,0.5,2.302585092994046,1
0.6,0.9162907318741551,-2.577021938695806,4.477336814478207,0.99745,3.53,0.55,2.2512917986064953,0
0.56,0.47000362924573563,-2.551046452292545,3.044522437723423,0.99576,3.15,0.49,2.2925347571405443,0
0.715,0.7419373447293773,-2.6882475738060303,3.5553480614894135,0.99533,3.48,0.65,2.4336133554004498,1
0.31,1.1314021114911006,-1.6398971199188088,3.258096538021482,0.99536,3.22,0.78,2.4849066497880004,1
0.6,0.9162907318741551,-2.577021938695806,4.477336814478207,0.99745,3.53,0.55,2.2512917986064953,0
0.61,1.3862943611198906,-2.364460496712133,4.23410650459726,0.99787,3.22,0.5,2.302585092994046,1
0.75,0.9162907318741551,-2.4534079827286295,3.4011973816621555,0.99824,3.34,0.64,2.3513752571634776,0
0.8,0.8754687373538999,-2.488914671185539,3.332204510175204,0.99836,3.33,0.65,2.341805806147327,1
0.52,0.9555114450274363,-2.7181005369557116,4.02535169073515,0.99577,3.15,0.79,2.4932054526026954,1
0.57,0.9162907318741551,-2.631089159966082,4.1588830833596715,0.99491,3.43,0.56,2.4159137783010487,1
0.34,0.6931471805599453,-2.645075401940822,3.9512437185814275,0.99576,3.44,0.58,2.312535423847214,0
0.66,0.8329091229351039,-2.551046452292545,4.454347296253507,0.99743,3.53,0.57,2.272125885509337,0
0.45,0.6418538861723947,-2.5010360317178852,2.8903717578961645,0.99774,3.22,0.65,2.2300144001592104,1
0.66,0.8329091229351039,-2.551046452292545,4.454347296253507,0.99743,3.53,0.57,2.272125885509337,0
0.63,0.7884573603642703,-2.5257286443082556,4.477336814478207,0.99745,3.53,0.58,2.2823823856765264,1
0.59,0.8329091229351039,-2.5257286443082556,3.7612001156935624,0.9955,3.42,0.58,2.3702437414678603,1
0.31,0.8754687373538999,-2.551046452292545,3.7612001156935624,0.99444,3.31,0.77,2.5257286443082556,1
0.59,0.8329091229351039,-2.5257286443082556,3.7612001156935624,0.9955,3.42,0.58,2.3702437414678603,1
0.31,0.8754687373538999,-2.551046452292545,3.7612001156935624,0.99444,3.31,0.77,2.5257286443082556,1
1.02,1.2237754316221157,-2.4769384801388235,2.3978952727983707,0.99892,3.48,0.49,2.3978952727983707,0
0.31,0.9555114450274363,-2.8824035882469876,3.6635616461296463,0.99562,3.4,0.69,2.468099531471619,0
0.635,0.8754687373538999,-2.5257286443082556,3.4965075614664802,0.99736,3.58,0.69,2.379546134130174,1
0.635,0.8754687373538999,-2.5257286443082556,3.4965075614664802,0.99736,3.58,0.69,2.379546134130174,1
0.59,1.791759469228055,-2.8134107167600364,2.8903717578961645,0.9962,3.41,0.59,2.379546134130174,1
0.59,1.791759469228055,-2.8134107167600364,2.8903717578961645,0.9962,3.41,0.59,2.379546134130174,1
0.58,1.0986122886681098,-2.513306124309698,4.74493212836325,0.998,3.23,0.59,2.2512917986064953,0
0.54,0.9555114450274363,-2.4769384801388235,4.356708826689592,0.9964,3.39,0.71,2.3978952727983707,0
0.56,0.7884573603642703,-2.5383074265151158,2.1972245773362196,0.9948,3.59,0.54,2.4423470353692043,1
0.52,0.8754687373538999,-2.551046452292545,4.110873864173311,0.99528,3.43,0.59,2.379546134130174,1
0.305,0.1823215567939546,-2.8302178350764176,2.3978952727983707,0.99331,3.29,0.52,2.4423470353692043,1
0.38,1.33500106673234,-2.0249533563957662,2.3978952727983707,0.99577,3.23,0.57,2.580216829592325,1
0.46,1.0647107369924282,-2.7333680090865,2.0794415416798357,0.99674,3.33,0.62,2.501435951739211,1
0.395,1.5260563034950492,-2.364460496712133,2.302585092994046,0.99639,3.27,0.64,2.501435951739211,1
0.305,0.1823215567939546,-2.8302178350764176,2.3978952727983707,0.99331,3.29,0.52,2.4423470353692043,1
0.315,0.7884573603642703,-2.5383074265151158,1.791759469228055,0.99512,3.27,0.67,2.4765384001174837,1
0.715,0.4054651081081644,-1.8263509139976741,4.127134385045092,0.99395,3.62,0.61,2.3978952727983707,0
0.36,0.7884573603642703,-2.513306124309698,4.3694478524670215,0.9964,3.3,0.72,2.3978952727983707,1
0.62,0.5877866649021191,-2.631089159966082,3.828641396489095,0.99504,3.38,0.89,2.468099531471619,1
0.41,0.8329091229351039,-2.396895772465287,3.1354942159291497,0.99786,3.24,0.56,2.3513752571634776,0
0.36,0.7884573603642703,-2.513306124309698,4.3694478524670215,0.9964,3.3,0.72,2.3978952727983707,1
0.62,0.5877866649021191,-2.631089159966082,3.828641396489095,0.99504,3.38,0.89,2.468099531471619,1
0.47,0.8329091229351039,-2.900422093749666,3.332204510175204,0.99516,3.18,0.8,2.4159137783010487,0
0.22,0.6418538861723947,-2.7488721956224653,4.343805421853684,0.99604,3.47,0.87,2.3978952727983707,1
0.24,0.8329091229351039,-2.796881414808826,4.290459441148391,0.99786,3.47,0.9,2.322387720290225,1
0.67,0.7884573603642703,-2.375155785828881,4.31748811353631,0.99736,3.2,0.59,2.2192034840549946,0
0.47,0.8329091229351039,-2.900422093749666,3.332204510175204,0.99516,3.18,0.8,2.4159137783010487,0
0.33,1.1939224684724346,-2.7646205525906042,2.9444389791664403,0.99468,3.3,0.73,2.4849066497880004,1
0.61,0.6418538861723947,-2.5257286443082556,3.2188758248682006,0.99746,3.69,0.73,2.3513752571634776,0
0.61,0.6931471805599453,-2.6036901857779675,3.6375861597263857,0.99748,3.48,0.65,2.2823823856765264,0
0.4,0.6418538861723947,-2.551046452292545,4.189654742026425,0.9971,3.45,0.59,2.2512917986064953,1
0.61,0.6931471805599453,-2.6036901857779675,3.6375861597263857,0.99748,3.48,0.65,2.2823823856765264,0
0.61,0.6418538861723947,-2.5257286443082556,3.2188758248682006,0.99746,3.69,0.73,2.3513752571634776,0
0.3,0.8329091229351039,-2.8134107167600364,4.276666119016055,0.99543,3.39,0.72,2.468099531471619,1
0.3,0.8329091229351039,-2.8134107167600364,4.276666119016055,0.99543,3.39,0.72,2.468099531471619,1
0.63,0.3364722366212129,-2.645075401940822,3.258096538021482,0.99791,3.07,0.6,2.341805806147327,0
0.38,1.0296194171811581,-2.6882475738060303,3.7376696182833684,0.99356,3.34,0.72,2.5572273113676265,1
0.46,0.47000362924573563,-2.617295837833746,2.3978952727983707,0.99425,3.61,0.54,2.4336133554004498,0
0.33,0.7884573603642703,-2.6036901857779675,3.2188758248682006,0.99509,3.36,0.76,2.517696472610991,1
0.27,1.6094379124341003,-2.5010360317178852,2.833213344056216,0.99484,3.19,0.52,2.5257286443082556,1
0.43,0.9555114450274363,-2.385966701933097,3.9512437185814275,0.99834,3.22,0.64,2.302585092994046,1
0.5,0.8329091229351039,-2.364460496712133,3.8066624897703196,0.99864,3.24,0.6,2.272125885509337,1
0.3,1.33500106673234,-2.4079456086518722,3.1780538303479458,0.99498,3.27,0.64,2.4932054526026954,1
0.44,0.6931471805599453,-2.645075401940822,2.995732273553991,0.99566,3.14,0.79,2.4069451083182885,1
0.44,1.410986973710262,-2.385966701933097,3.1780538303479458,0.99745,3.29,0.99,2.4849066497880004,1
0.28,0.7419373447293773,-2.375155785828881,2.4849066497880004,0.99408,3.26,0.62,2.517696472610991,1
0.12,0.5877866649021191,-2.5902671654458267,3.044522437723423,0.99552,3.41,0.76,2.4765384001174837,1
0.12,0.5877866649021191,-2.5902671654458267,3.044522437723423,0.99552,3.41,0.76,2.4765384001174837,1
0.12,0.5877866649021191,-2.5902671654458267,3.044522437723423,0.99552,3.41,0.76,2.4765384001174837,1
0.28,0.7419373447293773,-2.375155785828881,2.4849066497880004,0.99408,3.26,0.62,2.517696472610991,1
0.31,0.7884573603642703,-2.8473122684357177,2.302585092994046,0.99536,3.31,0.68,2.4159137783010487,1
0.34,0.7419373447293773,-2.9565115604007097,2.1972245773362196,0.99458,3.2,0.69,2.4932054526026954,1
0.43,0.9932517730102834,-2.5010360317178852,2.3978952727983707,0.99538,3.44,0.54,2.501435951739211,1
0.21,0.6418538861723947,-2.4079456086518722,3.1354942159291497,0.99648,3.36,0.67,2.341805806147327,0
0.36,0.7419373447293773,-2.198225077669803,2.302585092994046,0.99568,3.31,0.62,2.424802725718295,1
0.37,0.6931471805599453,-2.430418464503931,3.9318256327243257,0.99613,3.29,0.58,2.4069451083182885,1
0.57,0.8329091229351039,-2.120263536200091,3.58351893845611,0.99519,3.47,0.71,2.424802725718295,1
0.59,0.6931471805599453,-2.419118909249997,3.4657359027997265,0.99735,3.36,0.61,2.302585092994046,0
0.47,0.6418538861723947,-2.8473122684357177,3.6375861597263857,0.99518,3.16,0.85,2.4069451083182885,1
0.56,0.47000362924573563,-2.551046452292545,2.8903717578961645,0.99592,3.27,0.62,2.2300144001592104,0
0.57,0.7419373447293773,-2.162823150618887,2.772588722239781,0.99654,3.38,0.69,2.2512917986064953,0
0.27,0.6931471805599453,-2.3025850929940455,3.295836866004329,0.99546,3.15,0.69,2.4159137783010487,1
0.47,0.6418538861723947,-2.8473122684357177,3.6375861597263857,0.99518,3.16,0.85,2.4069451083182885,1
0.34,0.8754687373538999,-2.7333680090865,3.871201010907891,0.99554,3.34,0.86,2.3978952727983707,1
0.38,0.8754687373538999,-2.2730262907525014,2.302585092994046,0.99604,3.13,0.58,2.4765384001174837,1
0.66,0.7419373447293773,-2.333044300478754,4.727387818712341,0.99733,3.13,0.48,2.2192034840549946,0
0.4,0.8754687373538999,-2.6882475738060303,3.828641396489095,0.9943,3.2,0.6,2.501435951739211,1
0.56,1.0647107369924282,-2.5383074265151158,3.091042453358316,0.99669,3.46,0.61,2.322387720290225,0
0.26,0.6418538861723947,-2.7181005369557116,2.302585092994046,0.99724,3.33,0.87,2.388762789235098,1
0.26,0.6418538861723947,-2.7181005369557116,2.302585092994046,0.99724,3.33,0.87,2.388762789235098,1
0.38,0.8754687373538999,-2.2633643798407643,2.5649493574615367,0.99643,3.22,0.65,2.451005098112319,1
0.34,0.5306282510621704,-2.5383074265151158,2.4849066497880004,0.99605,3.52,0.63,2.3702437414678603,0
0.33,1.7749523509116738,-2.617295837833746,2.5649493574615367,0.99658,3.3,0.62,2.4932054526026954,1
0.41,0.7419373447293773,-2.488914671185539,4.276666119016055,0.997,3.44,0.52,2.2407096892759584,0
0.41,0.7419373447293773,-2.488914671185539,4.276666119016055,0.997,3.44,0.52,2.2407096892759584,0
0.59,0.9555114450274363,-2.2164073967529934,4.77912349311153,0.99801,3.15,0.5,2.2082744135228043,0
0.4,1.2809338454620642,-2.796881414808826,3.367295829986474,0.99416,3.28,0.49,2.424802725718295,1
0.45,0.3364722366212129,-2.5902671654458267,1.791759469228055,0.9969,3.13,0.63,2.341805806147327,0
0.5,0.6418538861723947,-2.7333680090865,2.833213344056216,0.99774,3.32,0.71,2.3513752571634776,1
0.86,0.6418538861723947,-2.5383074265151158,3.332204510175204,0.99712,3.25,0.62,2.302585092994046,0
0.52,0.7419373447293773,-2.659260036932778,4.248495242049359,0.99418,3.34,0.82,2.5572273113676265,1
0.5,0.6418538861723947,-2.7333680090865,2.833213344056216,0.99774,3.32,0.71,2.3513752571634776,1
0.45,0.3364722366212129,-2.5902671654458267,1.791759469228055,0.9969,3.13,0.63,2.341805806147327,0
0.58,0.6931471805599453,-2.7488721956224653,2.3978952727983707,0.99562,3.45,0.58,2.424802725718295,1
0.34,0.3364722366212129,-2.7181005369557116,1.9459101490553132,0.9947,3.19,0.55,2.4336133554004498,1
0.36,0.47000362924573563,-2.5257286443082556,4.248495242049359,0.99693,3.44,0.5,2.2407096892759584,0
0.39,0.5306282510621704,-2.333044300478754,3.295836866004329,0.99596,3.16,0.49,2.2407096892759584,0
0.295,0.4054651081081644,-2.617295837833746,3.044522437723423,0.99556,3.14,0.51,2.388762789235098,1
0.39,0.5306282510621704,-2.333044300478754,3.295836866004329,0.99596,3.16,0.49,2.2407096892759584,0
0.34,0.6931471805599453,-2.5010360317178852,4.219507705176107,0.99694,3.45,0.48,2.2407096892759584,0
0.4,0.6931471805599453,-2.577021938695806,3.8501476017100584,0.99554,3.36,0.48,2.2407096892759584,1
0.34,0.6931471805599453,-2.5010360317178852,4.219507705176107,0.99694,3.45,0.48,2.2407096892759584,0
0.35,0.9162907318741551,-2.385966701933097,4.477336814478207,0.99918,3.15,0.43,2.2407096892759584,0
0.6,0.6931471805599453,-2.5383074265151158,3.713572066704308,0.99697,3.39,0.62,2.312535423847214,1
0.66,0.7884573603642703,-2.4418471603275536,2.3978952727983707,0.99378,3.71,0.63,2.5494451709255714,1
0.66,0.7884573603642703,-2.4418471603275536,2.3978952727983707,0.99378,3.71,0.63,2.5494451709255714,1
0.84,0.3364722366212129,-2.995732273553991,2.302585092994046,0.99554,3.12,0.48,2.2082744135228043,1
0.69,0.5007752879124892,-2.900422093749666,2.4849066497880004,0.99162,3.47,0.53,2.5572273113676265,1
0.43,0.7884573603642703,-2.7806208939370456,2.4849066497880004,0.99495,3.44,0.72,2.4423470353692043,1
0.35,0.4054651081081644,-2.8473122684357177,3.8501476017100584,0.99676,3.26,0.82,2.3608540011180215,1
0.29,0.7178397931503168,-2.7646205525906042,3.295836866004329,0.99516,3.26,0.84,2.4595888418037104,1
0.36,0.5877866649021191,-2.703062659591171,2.0794415416798357,0.9928,3.36,0.55,2.5494451709255714,1
0.43,0.47000362924573563,-2.513306124309698,3.8066624897703196,0.99603,3.25,0.54,2.33214389523559,0
0.36,0.5877866649021191,-2.703062659591171,2.0794415416798357,0.9928,3.36,0.55,2.5494451709255714,1
0.29,0.7178397931503168,-2.7646205525906042,3.295836866004329,0.99516,3.26,0.84,2.4595888418037104,1
0.3,0.6931471805599453,-2.7488721956224653,3.2188758248682006,0.99516,3.26,0.84,2.4595888418037104,1
0.35,1.2809338454620642,-2.2072749131897207,3.1780538303479458,0.99549,3.23,0.7,2.4849066497880004,1
0.5,1.0296194171811581,-2.1541650878757723,4.007333185232471,0.99722,3.18,0.68,2.388762789235098,0
0.28,0.5306282510621704,-2.703062659591171,2.4849066497880004,0.99354,3.25,0.55,2.509599262378372,1
0.32,0.6931471805599453,-2.430418464503931,2.9444389791664403,0.9957,3.17,0.55,2.341805806147327,1
1.005,0.7419373447293773,-2.282782465697866,3.4657359027997265,0.99604,3.23,0.48,2.302585092994046,0
0.71,0.47000362924573563,-2.385966701933097,3.4339872044851463,0.99635,3.38,0.58,2.302585092994046,1
0.58,0.6931471805599453,-2.120263536200091,1.9459101490553132,0.99454,3.22,0.58,2.4159137783010487,1
0.39,0.7884573603642703,-2.5902671654458267,3.295836866004329,0.99598,3.06,0.84,2.4336133554004498,1
0.38,0.7884573603642703,-2.6882475738060303,3.332204510175204,0.99486,3.27,0.75,2.533696813957432,1
0.5,0.5877866649021191,-2.551046452292545,3.1354942159291497,0.99636,3.53,0.61,2.341805806147327,0
0.36,0.8754687373538999,-2.0955709236097197,2.0794415416798357,0.99642,3.2,0.53,2.4765384001174837,1
0.36,0.8754687373538999,-2.0955709236097197,2.0794415416798357,0.99642,3.2,0.53,2.4765384001174837,1
0.51,0.7419373447293773,-2.7806208939370456,2.1972245773362196,0.99584,3.35,0.54,2.3513752571634776,0
0.32,0.8329091229351039,-2.322787800311565,2.1972245773362196,0.99506,3.27,0.55,2.509599262378372,1
0.58,0.5877866649021191,-2.430418464503931,2.8903717578961645,0.99568,3.32,0.56,2.3513752571634776,1
0.83,1.0296194171811581,-2.353878387381596,3.7612001156935624,0.99822,3.33,0.6,2.341805806147327,1
0.31,0.6418538861723947,-2.7181005369557116,3.58351893845611,0.99364,3.41,0.56,2.533696813957432,1
0.795,0.7884573603642703,-2.7333680090865,3.9512437185814275,0.99378,3.49,0.52,2.451005098112319,0
0.34,0.9162907318741551,-2.5902671654458267,4.219507705176107,0.99586,3.37,0.54,2.312535423847214,1
0.58,0.5877866649021191,-2.430418464503931,2.8903717578961645,0.99568,3.32,0.56,2.3513752571634776,1
0.59,0.7419373447293773,-2.396895772465287,2.6390573296152584,0.99488,3.42,0.55,2.4423470353692043,1
0.55,0.5877866649021191,-2.375155785828881,2.70805020110221,0.99514,3.35,0.58,2.3978952727983707,1
0.82,1.410986973710262,-2.353878387381596,2.6390573296152584,0.99854,3.36,0.53,2.2617630984737906,0
0.57,0.9555114450274363,-2.419118909249997,3.295836866004329,0.99592,3.3,0.59,2.341805806147327,1
0.745,0.9162907318741551,-2.563949857128453,3.871201010907891,0.99739,3.2,0.47,2.272125885509337,1
0.37,0.8754687373538999,-2.4651040224918206,2.833213344056216,0.99683,3.17,0.65,2.3608540011180215,1
0.31,0.9162907318741551,-2.5010360317178852,3.5553480614894135,0.99356,3.22,0.59,2.5257286443082556,1
0.91,0.5877866649021191,-2.6036901857779675,4.02535169073515,0.99672,3.35,0.56,2.2192034840549946,0
0.41,1.824549292051046,-2.551046452292545,3.7376696182833684,0.9953,3.24,0.77,2.533696813957432,1
0.5,0.7884573603642703,-2.430418464503931,3.6635616461296463,0.99692,3.33,0.83,2.4069451083182885,1
0.965,0.7884573603642703,-2.430418464503931,3.4657359027997265,0.99756,3.58,0.67,2.322387720290225,0
0.49,0.5306282510621704,-2.5383074265151158,3.258096538021482,0.99547,3.38,0.64,2.2823823856765264,1
0.5,0.7884573603642703,-2.430418464503931,3.6635616461296463,0.99692,3.33,0.83,2.4069451083182885,1
0.39,1.1939224684724346,-3.079113882493042,3.970291913552122,0.99294,3.36,0.62,2.501435951739211,1
0.44,0.3364722366212129,-2.659260036932778,3.6375861597263857,0.99438,3.32,0.58,2.4336133554004498,1
0.78,0.5306282510621704,-2.577021938695806,3.8066624897703196,0.99612,3.31,0.62,2.3702437414678603,1
0.43,0.5877866649021191,-2.5010360317178852,3.9318256327243257,0.99634,3.49,0.64,2.341805806147327,0
0.49,0.5306282510621704,-2.513306124309698,2.6390573296152584,0.99702,3.27,0.78,2.388762789235098,1
0.5,0.5877866649021191,-2.4769384801388235,2.833213344056216,0.99704,3.27,0.77,2.379546134130174,1
0.43,0.5877866649021191,-2.5010360317178852,3.9318256327243257,0.99634,3.49,0.64,2.341805806147327,0
0.605,0.8754687373538999,-2.617295837833746,3.2188758248682006,0.99258,3.56,0.55,2.5572273113676265,0
0.33,0.8329091229351039,-2.659260036932778,2.995732273553991,0.99426,3.38,0.77,2.5416019934645457,1
0.64,0.6931471805599453,-2.353878387381596,4.343805421853684,0.99747,3.13,0.62,2.2082744135228043,1
0.64,0.6931471805599453,-2.353878387381596,4.343805421853684,0.99747,3.13,0.62,2.2082744135228043,1
0.48,1.3862943611198906,-2.2926347621408776,2.302585092994046,0.99586,3.21,0.59,2.4932054526026954,1
0.42,1.3609765531356006,-2.2633643798407643,4.499809670330265,0.99784,3.15,0.57,2.2082744135228043,0
0.53,0.8754687373538999,-2.375155785828881,3.9512437185814275,0.9971,3.19,0.76,2.451005098112319,1
0.48,1.3862943611198906,-2.2926347621408776,2.302585092994046,0.99586,3.21,0.59,2.4932054526026954,1
0.23,0.5877866649021191,-2.6036901857779675,2.0794415416798357,0.9981,3.14,0.7,2.2925347571405443,1
0.4,0.5877866649021191,-2.645075401940822,2.772588722239781,0.99462,3.21,0.69,2.5257286443082556,1
0.38,0.6418538861723947,-2.322787800311565,2.70805020110221,0.9956,3.3,0.64,2.4336133554004498,1
0.29,0.8754687373538999,-2.5902671654458267,2.833213344056216,0.99565,3.22,0.63,2.468099531471619,1
0.74,0.6931471805599453,-2.703062659591171,2.302585092994046,0.99418,3.28,0.57,2.468099531471619,1
0.61,0.8754687373538999,-2.488914671185539,2.995732273553991,0.9963,3.29,0.6,2.322387720290225,1
0.52,0.8754687373538999,-2.659260036932778,3.258096538021482,0.99358,3.4,0.72,2.5257286443082556,1
0.31,0.7884573603642703,-2.8134107167600364,2.302585092994046,0.99572,3.02,0.83,2.388762789235098,1
0.31,0.7884573603642703,-2.8134107167600364,2.302585092994046,0.99572,3.02,0.83,2.388762789235098,1
0.62,1.0296194171811581,-2.4534079827286295,3.9512437185814275,0.997,3.31,0.62,2.379546134130174,0
0.33,0.4054651081081644,-2.864704011147587,3.6109179126442243,0.99498,3.18,0.89,2.4069451083182885,1
0.35,0.5877866649021191,-2.488914671185539,4.31748811353631,0.9968,3.4,0.58,2.2512917986064953,1
0.62,0.9932517730102834,-2.430418464503931,3.6109179126442243,0.9972,3.31,0.58,2.3702437414678603,1
0.25,0.6931471805599453,-2.645075401940822,4.204692619390966,0.99769,3.44,0.86,2.322387720290225,1
0.32,0.6931471805599453,-2.617295837833746,2.0794415416798357,0.99534,3.15,0.73,2.4336133554004498,1
0.37,1.8562979903656263,-2.5257286443082556,2.0794415416798357,0.99817,3.27,0.58,2.3978952727983707,0
0.37,1.8562979903656263,-2.5257286443082556,2.0794415416798357,0.99817,3.27,0.58,2.3978952727983707,0
0.27,0.3364722366212129,-3.0576076772720784,2.0794415416798357,0.99471,3.16,0.51,2.468099531471619,1
0.38,0.5877866649021191,-2.617295837833746,4.248495242049359,0.99685,3.42,0.59,2.2512917986064953,1
0.42,0.8754687373538999,-2.631089159966082,4.07753744390572,0.99617,3.33,0.77,2.4849066497880004,1
0.38,0.5877866649021191,-2.617295837833746,4.248495242049359,0.99685,3.42,0.59,2.2512917986064953,1
0.48,0.5877866649021191,-2.6036901857779675,4.1588830833596715,0.99529,3.12,0.49,2.2617630984737906,0
0.34,1.547562508716013,-2.900422093749666,2.1972245773362196,0.99738,3.38,0.66,2.451005098112319,1
0.19,0.47000362924573563,-2.864704011147587,3.4011973816621555,0.994,3.29,0.69,2.4159137783010487,1
0.41,0.4054651081081644,-2.353878387381596,3.713572066704308,0.99735,3.02,0.76,2.2925347571405443,1
0.41,0.4054651081081644,-2.353878387381596,3.713572066704308,0.99735,3.02,0.76,2.2925347571405443,1
0.26,0.6418538861723947,-2.488914671185539,4.30406509320417,0.99451,2.98,0.63,2.468099531471619,1
0.34,0.6931471805599453,-2.4534079827286295,2.9444389791664403,0.99546,3.35,0.6,2.4336133554004498,1
0.54,0.6931471805599453,-2.513306124309698,2.772588722239781,0.99479,3.43,0.59,2.4423470353692043,1
0.31,0.7884573603642703,-2.5383074265151158,3.4339872044851463,0.99615,3.33,0.86,2.4849066497880004,1
0.725,1.7047480922384253,-2.145581344184381,2.833213344056216,0.99655,3.35,0.49,2.379546134130174,1
0.4,0.9162907318741551,-2.4418471603275536,2.995732273553991,0.99772,3.15,0.5,2.3513752571634776,0
0.725,1.7047480922384253,-2.145581344184381,2.833213344056216,0.99655,3.35,0.49,2.379546134130174,1
0.52,0.4054651081081644,-2.3434070875143007,2.8903717578961645,0.99666,3.2,0.52,2.2407096892759584,0
0.31,0.7419373447293773,-1.5324768712979722,2.772588722239781,0.99358,3.15,0.81,2.5257286443082556,1
0.52,0.4054651081081644,-2.3434070875143007,2.8903717578961645,0.99666,3.2,0.52,2.2407096892759584,0
0.34,0.7419373447293773,-2.631089159966082,3.58351893845611,0.99392,3.11,0.78,2.517696472610991,1
0.49,0.7419373447293773,-2.645075401940822,3.2188758248682006,0.99388,3.35,0.63,2.4849066497880004,1
0.48,0.5306282510621704,-2.551046452292545,3.4011973816621555,0.99402,3.45,0.54,2.4159137783010487,1
0.49,0.7419373447293773,-2.645075401940822,3.2188758248682006,0.99388,3.35,0.63,2.4849066497880004,1
0.48,0.7884573603642703,-2.617295837833746,3.2188758248682006,0.9936,3.28,0.66,2.517696472610991,1
0.57,0.7419373447293773,-3.036554268074246,3.8918202981106265,0.99374,3.41,0.6,2.5494451709255714,0
0.23,0.6418538861723947,-2.6736487743848776,2.833213344056216,0.99376,3.21,0.54,2.509599262378372,1
0.3,0.6931471805599453,-2.6882475738060303,3.1780538303479458,0.99523,3.27,0.85,2.4595888418037104,1
0.78,1.1939224684724346,-2.4079456086518722,2.5649493574615367,0.99855,3.36,0.49,2.2512917986064953,0
0.47,0.7419373447293773,-1.7660917224794772,4.189654742026425,0.9982,3.17,0.76,2.379546134130174,1
