id,has_null,wave,gender,age,age_o,d_age,d_d_age,race,race_o,samerace,importance_same_race,importance_same_religion,d_importance_same_race,d_importance_same_religion,field,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,pref_o_shared_interests,d_pref_o_attractive,d_pref_o_sincere,d_pref_o_intelligence,d_pref_o_funny,d_pref_o_ambitious,d_pref_o_shared_interests,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,shared_interests_o,d_attractive_o,d_sinsere_o,d_intelligence_o,d_funny_o,d_ambitous_o,d_shared_interests_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,shared_interests_important,d_attractive_important,d_sincere_important,d_intellicence_important,d_funny_important,d_ambtition_important,d_shared_interests_important,attractive,sincere,intelligence,funny,ambition,d_attractive,d_sincere,d_intelligence,d_funny,d_ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,shared_interests_partner,d_attractive_partner,d_sincere_partner,d_intelligence_partner,d_funny_partner,d_ambition_partner,d_shared_interests_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,d_sports,d_tvsports,d_exercise,d_dining,d_museums,d_art,d_hiking,d_gaming,d_clubbing,d_reading,d_tv,d_theater,d_movies,d_concerts,d_music,d_shopping,d_yoga,interests_correlate,d_interests_correlate,like,d_like,met,decision,decision_o,match,field_encoded
7017,1,19,female,27,32,5,medium age difference,Latino/Hispanic American,Latino/Hispanic American,1,1,2,not important,important,INTERNATIONAL AFFAIRS,20,20,20,15,10,15,important,important,important,not important,not important,not important,5,7,6,5,7,5,low,average,average,low,average,low,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,5,6,7,5,5,5,low,average,average,low,low,low,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,1,[0.33-1],5,low,0,1,0,0,40
7019,1,19,female,27,29,2,small age difference,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,0,1,2,not important,important,INTERNATIONAL AFFAIRS,15,20,20,20,5,20,not important,important,important,important,not important,important,10,10,10,10,10,10,high,high,high,high,high,high,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,4,4,6,4,4,4,low,low,average,low,low,low,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,1,[0.33-1],5,low,0,0,1,0,40
7021,1,19,female,27,29,2,small age difference,Latino/Hispanic American,European/Caucasian-American,0,1,2,not important,important,INTERNATIONAL AFFAIRS,30,15,20,10,10,15,very important,not important,important,not important,not important,not important,10,9,7,7,7,6,high,high,average,average,average,average,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,3,3,4,3,3,3,low,low,low,low,low,low,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,1,[0.33-1],3,low,0,0,1,0,40
7022,1,19,female,27,29,2,small age difference,Latino/Hispanic American,Latino/Hispanic American,1,1,2,not important,important,INTERNATIONAL AFFAIRS,30,10,25,20,8,7,very important,not important,very important,important,not important,not important,5,6,5,5,5,5,low,average,low,low,low,low,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,8,5,7,7,7,6,average,low,average,average,average,average,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,0,[0-0.33],5,low,0,1,0,0,40
7023,1,19,female,27,30,3,small age difference,Latino/Hispanic American,Other,0,1,2,not important,important,INTERNATIONAL AFFAIRS,30,0,30,30,10,0,very important,not important,very important,very important,not important,not important,10,8,10,8,2,1,high,average,high,average,low,low,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,6,4,5,5,6,6,average,low,low,low,average,average,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,0,[0-0.33],5,low,0,1,1,1,40
7024,1,19,female,27,20,7,large age difference,Latino/Hispanic American,Asian/Pacific Islander/Asian-American,0,1,2,not important,important,INTERNATIONAL AFFAIRS,30,10,10,30,10,10,very important,not important,not important,very important,not important,not important,7,9,10,10,10,9,average,high,high,high,high,high,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,8,5,7,7,7,7,average,low,average,average,average,average,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,0,[0-0.33],7,average,0,1,0,0,40
7025,1,19,female,27,30,3,small age difference,Latino/Hispanic American,European/Caucasian-American,0,1,2,not important,important,INTERNATIONAL AFFAIRS,25,25,25,25,0,0,very important,very important,very important,very important,not important,not important,6,6,8,5,7,5,average,average,average,low,average,low,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,4,3,4,4,4,4,low,low,low,low,low,low,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,0,[0.33-1],4,low,0,0,0,0,40
7026,1,19,female,27,32,5,medium age difference,Latino/Hispanic American,Other,0,1,2,not important,important,INTERNATIONAL AFFAIRS,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,7,7,7,5,5,average,average,average,average,low,low,10,15,30,10,15,20,not important,not important,very important,not important,not important,important,5,8,5,7,7,low,average,low,average,average,4,3,4,5,3,4,low,low,low,low,low,low,1,1,6,10,6,5,2,0,5,4,4,9,8,3,5,6,9,low,low,average,high,average,low,low,low,low,low,low,high,average,low,low,average,high,0,[0-0.33],4,low,0,0,1,0,40
7027,1,19,female,25,23,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,3,not important,important,INTERNATIONAL AFFAIRS,25,20,15,20,5,15,very important,important,not important,important,not important,not important,5,5,5,5,5,1,low,low,low,low,low,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,7,4,5,3,4,3,average,low,low,low,low,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0.33-1],4,low,0,0,0,0,40
7028,1,19,female,25,30,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,3,not important,important,INTERNATIONAL AFFAIRS,20,10,22,20,15,13,important,not important,very important,important,not important,not important,6,6,7,6,6,6,average,average,average,average,average,average,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,6,7,7,6,8,5,average,average,average,average,average,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0-0.33],6,average,0,0,0,0,40
7029,1,19,female,25,28,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,3,not important,important,INTERNATIONAL AFFAIRS,40,20,20,20,0,0,very important,important,important,important,not important,not important,8,10,8,9,7,5,average,high,average,high,average,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,4,4,4,7,5,7,low,low,low,average,low,average,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0.33-1],5,low,0,0,0,0,40
7031,1,19,female,25,29,4,medium age difference,European/Caucasian-American,Black/African American,0,1,3,not important,important,INTERNATIONAL AFFAIRS,20,15,20,15,15,15,important,not important,important,not important,not important,not important,10,10,10,10,10,9,high,high,high,high,high,high,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,7,8,8,8,5,6,average,average,average,average,low,average,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[-1-0],8,average,1,1,1,1,40
7032,1,19,female,25,32,7,large age difference,European/Caucasian-American,Latino/Hispanic American,0,1,3,not important,important,INTERNATIONAL AFFAIRS,20,20,20,15,10,15,important,important,important,not important,not important,not important,8,8,7,6,7,5,average,average,average,average,average,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,8,8,8,7,8,5,average,average,average,average,average,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0.33-1],5,low,0,1,0,0,40
7033,1,19,female,25,24,1,no age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,1,3,not important,important,INTERNATIONAL AFFAIRS,25,26,15,10,9,15,very important,very important,not important,not important,not important,not important,7,8,5,5,6,1,average,average,low,low,average,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,4,6,9,2,3,3,low,average,high,low,low,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0-0.33],3,low,0,0,0,0,40
7035,1,19,female,25,28,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,1,3,not important,important,INTERNATIONAL AFFAIRS,20,10,20,20,20,0,important,not important,important,important,important,not important,5,7,5,5,5,5,low,average,low,low,low,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,7,6,6,5,5,4,average,average,average,low,low,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0-0.33],5,low,0,1,0,0,40
7037,1,19,female,25,29,4,medium age difference,European/Caucasian-American,Latino/Hispanic American,0,1,3,not important,important,INTERNATIONAL AFFAIRS,30,10,25,20,8,7,very important,not important,very important,important,not important,not important,5,6,6,7,6,6,low,average,average,average,average,average,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,9,5,7,8,6,6,high,low,average,average,average,average,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,1,[0.33-1],6,average,0,0,0,0,40
7040,1,19,female,25,30,5,medium age difference,European/Caucasian-American,European/Caucasian-American,1,1,3,not important,important,INTERNATIONAL AFFAIRS,25,25,25,25,0,0,very important,very important,very important,very important,not important,not important,7,10,7,7,6,5,average,high,average,average,average,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,5,4,6,4,4,3,low,low,average,low,low,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[0-0.33],4,low,0,0,1,0,40
7041,1,19,female,25,32,7,large age difference,European/Caucasian-American,Other,0,1,3,not important,important,INTERNATIONAL AFFAIRS,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,7,7,5,4,4,average,average,average,low,low,low,20,20,20,15,15,10,important,important,important,not important,not important,not important,7,9,5,7,6,average,high,low,average,average,4,3,5,7,3,2,low,low,low,average,low,low,4,1,7,9,5,5,4,1,7,3,3,3,3,3,7,6,3,low,low,average,high,low,low,low,low,average,low,low,low,low,low,average,average,low,0,[-1-0],3,low,0,0,0,0,40
7042,1,19,female,27,23,4,medium age difference,Latino/Hispanic American,European/Caucasian-American,0,5,7,important,very important,ELECTRICAL ENGINEERING,25,20,15,20,5,15,very important,important,not important,important,not important,not important,6,8,8,5,5,3,average,average,average,low,low,low,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,6,6,6,5,6,7,average,average,average,low,average,average,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,0,[0.33-1],6,average,0,0,0,0,19
7043,1,19,female,27,30,3,small age difference,Latino/Hispanic American,European/Caucasian-American,0,5,7,important,very important,ELECTRICAL ENGINEERING,20,10,22,20,15,13,important,not important,very important,important,not important,not important,5,6,8,5,6,6,low,average,average,low,average,average,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,6,6,7,8,7,7,average,average,average,average,average,average,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,1,[0.33-1],6,average,0,1,0,0,19
7044,1,19,female,27,28,1,no age difference,Latino/Hispanic American,European/Caucasian-American,0,5,7,important,very important,ELECTRICAL ENGINEERING,40,20,20,20,0,0,very important,important,important,important,not important,not important,9,10,10,9,8,5,high,high,high,high,average,low,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,7,7,7,8,7,7,average,average,average,average,average,average,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,1,[0.33-1],6,average,0,1,0,0,19
7047,1,19,female,27,32,5,medium age difference,Latino/Hispanic American,Latino/Hispanic American,1,5,7,important,very important,ELECTRICAL ENGINEERING,20,20,20,15,10,15,important,important,important,not important,not important,not important,4,6,7,7,6,9,low,average,average,average,average,high,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,6,6,8,5,7,7,average,average,average,low,average,average,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,1,[0.33-1],6,average,0,0,0,0,19
7051,1,19,female,27,29,2,small age difference,Latino/Hispanic American,European/Caucasian-American,0,5,7,important,very important,ELECTRICAL ENGINEERING,30,15,20,10,10,15,very important,not important,important,not important,not important,not important,10,9,9,6,7,6,high,high,high,average,average,average,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,6,8,8,8,7,5,average,average,average,average,average,low,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,0,[0-0.33],7,average,0,0,1,0,19
7052,1,19,female,27,29,2,small age difference,Latino/Hispanic American,Latino/Hispanic American,1,5,7,important,very important,ELECTRICAL ENGINEERING,30,10,25,20,8,7,very important,not important,very important,important,not important,not important,5,5,5,5,5,6,low,low,low,low,low,average,16,19,16,17,15,17,important,important,important,important,not important,important,6,8,7,7,7,average,average,average,average,average,9,7,8,8,8,6,high,average,average,average,average,average,9,6,7,8,6,8,8,4,7,7,4,7,8,7,7,6,4,high,average,average,average,average,average,average,low,average,average,low,average,average,average,average,average,low,1,[0.33-1],7,average,0,1,0,0,19
7057,1,19,female,26,23,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,4,4,important,important,INTERNATIONAL AFFAIRS,25,20,15,20,5,15,very important,important,not important,important,not important,not important,6,8,7,8,7,7,average,average,average,average,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,7,8,8,7,7,7,average,average,average,average,average,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0.33-1],7,average,0,0,1,0,40
7058,1,19,female,26,30,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,4,4,important,important,INTERNATIONAL AFFAIRS,20,10,22,20,15,13,important,not important,very important,important,not important,not important,5,6,7,5,8,7,low,average,average,low,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,7,6,6,6,9,8,average,average,average,average,high,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0.33-1],5,low,0,0,0,0,40
7059,1,19,female,26,28,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,4,4,important,important,INTERNATIONAL AFFAIRS,40,20,20,20,0,0,very important,important,important,important,not important,not important,9,10,10,9,9,9,high,high,high,high,high,high,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,8,7,7,7,7,8,average,average,average,average,average,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,1,[0.33-1],7,average,0,0,0,0,40
7061,1,19,female,26,29,3,small age difference,European/Caucasian-American,Black/African American,0,4,4,important,important,INTERNATIONAL AFFAIRS,20,15,20,15,15,15,important,not important,important,not important,not important,not important,10,10,9,10,10,10,high,high,high,high,high,high,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,6,5,5,5,5,5,average,low,low,low,low,low,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0-0.33],5,low,0,0,1,0,40
7062,1,19,female,26,32,6,medium age difference,European/Caucasian-American,Latino/Hispanic American,0,4,4,important,important,INTERNATIONAL AFFAIRS,20,20,20,15,10,15,important,important,important,not important,not important,not important,8,8,8,8,8,6,average,average,average,average,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,8,9,8,6,7,7,average,high,average,average,average,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0.33-1],6,average,0,0,1,0,40
7063,1,19,female,26,24,2,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,4,4,important,important,INTERNATIONAL AFFAIRS,25,26,15,10,9,15,very important,very important,not important,not important,not important,not important,6,5,8,6,7,3,average,low,average,average,average,low,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,5,5,5,5,5,5,low,low,low,low,low,low,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0-0.33],5,low,0,0,1,0,40
7065,1,19,female,26,28,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,4,4,important,important,INTERNATIONAL AFFAIRS,20,10,20,20,20,0,important,not important,important,important,important,not important,8,7,8,7,8,8,average,average,average,average,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,8,7,7,7,7,7,average,average,average,average,average,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[-1-0],7,average,0,1,1,1,40
7067,1,19,female,26,29,3,small age difference,European/Caucasian-American,Latino/Hispanic American,0,4,4,important,important,INTERNATIONAL AFFAIRS,30,10,25,20,8,7,very important,not important,very important,important,not important,not important,7,7,8,7,7,6,average,average,average,average,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,9,8,9,9,9,9,high,average,high,high,high,high,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0-0.33],9,high,0,1,1,1,40
7068,1,19,female,26,30,4,medium age difference,European/Caucasian-American,Other,0,4,4,important,important,INTERNATIONAL AFFAIRS,30,0,30,30,10,0,very important,not important,very important,very important,not important,not important,10,8,7,10,10,10,high,average,average,high,high,high,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,9,9,9,9,8,9,high,high,high,high,average,high,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0.33-1],9,high,0,0,1,0,40
7069,1,19,female,26,20,6,medium age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,4,4,important,important,INTERNATIONAL AFFAIRS,30,10,10,30,10,10,very important,not important,not important,very important,not important,not important,8,10,10,9,10,9,average,high,high,high,high,high,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,9,9,9,9,10,9,high,high,high,high,high,high,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[-1-0],9,high,0,0,1,0,40
7070,1,19,female,26,30,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,4,4,important,important,INTERNATIONAL AFFAIRS,25,25,25,25,0,0,very important,very important,very important,very important,not important,not important,7,6,8,6,8,7,average,average,average,average,average,average,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,5,8,9,8,8,8,low,average,high,average,average,average,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0-0.33],8,average,0,0,0,0,40
7071,1,19,female,26,32,6,medium age difference,European/Caucasian-American,Other,0,4,4,important,important,INTERNATIONAL AFFAIRS,20,20,20,15,15,10,important,important,important,not important,not important,not important,6,6,6,5,5,4,average,average,average,low,low,low,20,20,10,20,10,20,important,important,not important,important,not important,important,7,8,9,8,7,average,average,high,average,average,5,5,5,4,4,3,low,low,low,low,low,low,9,7,9,7,7,9,9,3,3,8,4,7,9,8,9,4,6,high,average,high,average,average,high,high,low,low,average,low,average,high,average,high,low,average,0,[0-0.33],4,low,0,0,0,0,40
7072,1,19,female,27,23,4,medium age difference,European/Caucasian-American,European/Caucasian-American,1,3,3,important,important,INTERNATIONAL AFFAIRS,25,20,15,20,5,15,very important,important,not important,important,not important,not important,8,6,7,7,7,7,average,average,average,average,average,average,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,6,8,6,4,5,3,average,average,average,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[0-0.33],6,average,0,0,1,0,40
7073,1,19,female,27,30,3,small age difference,European/Caucasian-American,European/Caucasian-American,1,3,3,important,important,INTERNATIONAL AFFAIRS,20,10,22,20,15,13,important,not important,very important,important,not important,not important,6,7,7,5,6,5,average,average,average,low,average,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,5,8,8,6,8,2,low,average,average,average,average,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[0.33-1],7,average,0,1,0,0,40
7074,1,19,female,27,28,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,3,important,important,INTERNATIONAL AFFAIRS,40,20,20,20,0,0,very important,important,important,important,not important,not important,9,10,10,10,8,5,high,high,high,high,average,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,3,6,7,5,4,1,low,average,average,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[0.33-1],3,low,0,0,0,0,40
7076,1,19,female,27,29,2,small age difference,European/Caucasian-American,Black/African American,0,3,3,important,important,INTERNATIONAL AFFAIRS,20,15,20,15,15,15,important,not important,important,not important,not important,not important,9,10,10,10,10,9,high,high,high,high,high,high,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,1,5,4,1,3,0,low,low,low,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[-1-0],2,low,0,0,1,0,40
7077,1,19,female,27,32,5,medium age difference,European/Caucasian-American,Latino/Hispanic American,0,3,3,important,important,INTERNATIONAL AFFAIRS,20,20,20,15,10,15,important,important,important,not important,not important,not important,9,7,8,7,7,6,high,average,average,average,average,average,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,3,8,9,6,9,1,low,average,high,average,high,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[0.33-1],5,low,0,0,1,0,40
7078,1,19,female,27,24,3,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,3,important,important,INTERNATIONAL AFFAIRS,25,26,15,10,9,15,very important,very important,not important,not important,not important,not important,8,6,7,7,5,2,average,average,average,average,low,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,2,9,8,2,4,2,low,high,average,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[-1-0],4,low,0,0,1,0,40
7079,1,19,female,27,29,2,small age difference,European/Caucasian-American,Asian/Pacific Islander/Asian-American,0,3,3,important,important,INTERNATIONAL AFFAIRS,15,20,20,20,5,20,not important,important,important,important,not important,important,10,10,10,10,10,10,high,high,high,high,high,high,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,4,6,8,4,9,2,low,average,average,low,high,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[-1-0],3,low,0,0,1,0,40
7080,1,19,female,27,28,1,no age difference,European/Caucasian-American,European/Caucasian-American,1,3,3,important,important,INTERNATIONAL AFFAIRS,20,10,20,20,20,0,important,not important,important,important,important,not important,6,7,8,5,8,8,average,average,average,low,average,average,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,5,8,8,7,9,3,low,average,average,average,high,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[-1-0],6,average,0,0,1,0,40
7081,1,19,female,27,29,2,small age difference,European/Caucasian-American,European/Caucasian-American,1,3,3,important,important,INTERNATIONAL AFFAIRS,30,15,20,10,10,15,very important,not important,important,not important,not important,not important,8,6,6,6,7,5,average,average,average,average,average,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,2,8,7,5,5,0,low,average,average,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[-1-0],2,low,0,0,0,0,40
7082,1,19,female,27,29,2,small age difference,European/Caucasian-American,Latino/Hispanic American,0,3,3,important,important,INTERNATIONAL AFFAIRS,30,10,25,20,8,7,very important,not important,very important,important,not important,not important,6,6,7,6,6,5,average,average,average,average,average,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,7,6,8,7,9,4,average,average,average,average,high,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,0,[0.33-1],7,average,0,1,0,0,40
7083,1,19,female,27,30,3,small age difference,European/Caucasian-American,Other,0,3,3,important,important,INTERNATIONAL AFFAIRS,30,0,30,30,10,0,very important,not important,very important,very important,not important,not important,7,8,10,1,10,2,average,average,high,low,high,low,15,15,20,20,15,15,not important,not important,important,important,not important,not important,8,8,8,8,8,average,average,average,average,average,4,7,8,4,5,2,low,average,average,low,low,low,10,7,10,9,8,7,9,1,7,5,4,7,7,7,7,7,7,high,average,high,high,average,average,high,low,average,low,low,average,average,average,average,average,average,1,[0.33-1],5,low,0,0,0,0,40
