,id,has_null,wave,age,age_o,d_age,race_o,samerace,importance_same_race,importance_same_religion,pref_o_attractive,pref_o_sincere,pref_o_intelligence,pref_o_funny,pref_o_ambitious,attractive_o,sinsere_o,intelligence_o,funny_o,ambitous_o,attractive_important,sincere_important,intellicence_important,funny_important,ambtition_important,attractive,sincere,intelligence,funny,ambition,attractive_partner,sincere_partner,intelligence_partner,funny_partner,ambition_partner,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,interests_correlate,like,met,decision,decision_o,match,gender_female,gender_male,race_Asian/Pacific Islander/Asian-American,race_Black/African American,race_European/Caucasian-American,race_Latino/Hispanic American,race_Other,field_ACTING,field_AMERICAN STUDIES,field_ANTHROPOLOGY,field_APPLIED PHYSIOLOGY & NUTRITION,field_ARCHITECTURE,field_ART,field_BIOLOGY,field_BUSINESS/ECONOMICS/FINANCE,field_CHEMISTRY,field_CLASSICS,field_COMMUNICATIONS,field_COMPARATIVE LITERATURE,field_COMPUTER SCIENCE,field_CONSULTING,field_CURRICULUM AND TEACHING/GIFTEDNESS,field_EART,field_ECOLOGY,field_EDUCATION,field_ELECTRICAL ENGG.,field_ELECTRICAL ENGINEERING,field_ENGINEERING,field_ENVIRONMENTAL SCIENCE,field_EPIDEMIOLOGY,field_FILM,field_FINANACE,field_FINANCIAL ENGINEERING,field_FUNDRAISING MANAGEMENT,field_GENETICS,field_GENETICS & DEVELOPMENT,field_GS POSTBACC PREMED,field_GSAS,field_HISTORY,field_HUMAN RIGHTS,field_HUMAN RIGHTS: MIDDLE EAST,field_INDUSTRIAL ENGINEERING,field_INSTRUCTIONAL MEDIA AND TECHNOLOGY,field_INSTRUCTIONAL TECH & MEDIA,field_INTELLECTUAL PROPERTY LAW,field_INTERNATIONAL AFFAIRS,field_INTERNATIONAL DEVELOPMENT,field_INTERNATIONAL POLITICS,field_INTERNATIONAL RELATIONS,field_INTERNATIONAL SECURITY POLICY - INTERNATIONAL AFFAIRS,field_INTRERNATIONAL AFFAIRS,field_JOURNALISM,field_LANGUAGES,field_LAW,field_MA IN QUANTITATIVE METHODS,field_MARINE GEOPHYSICS,field_MARKETING,field_MASTER IN PUBLIC ADMINISTRATION,field_MASTERS IN PUBLIC ADMINISTRATION,field_MATHEMATICS,field_MECHANICAL ENGINEERING,field_MEDICAL INFORMATICS,field_MEDICINE,field_MFA  POETRY,field_MFA -FILM,field_MFA ACTING PROGRAM,field_MONEY,field_NEUROSCIENCE,field_NUTRITION,field_NUTRITION/GENETICS,field_NUTRITIRON,field_OPERATIONS RESEARCH,field_PHILOSOPHY,field_PHYSICS,field_POLITICAL SCIENCE,field_PSYCHOLOGY,field_PUBLIC ADMINISTRATION,field_PUBLIC HEALTH,field_PUBLIC POLICY,field_QMSS,field_RELIGION,field_SOCIOLOGY/SOCIAL STUDIES,field_SPEECH PATHOLOGY,field_TC [HEALTH ED],field_TESOL,field_THEATER,field_UNDERGRAD - GS,field_URBAN PLANNING,field_WORKING,field_WRITING
4896,7136,1,19,28,29,1,Asian/Pacific Islander/Asian-American,0,1,1,10,20,25,25,10,4,5,5,6,5,40,20,20,20,0,8,10,10,10,10,10,9,10,10,10,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,9,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4897,7137,1,19,28,30,2,Asian/Pacific Islander/Asian-American,0,1,1,15,15,25,10,15,5,5,5,5,5,40,20,20,20,0,8,10,10,10,10,7,9,10,9,10,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0,8,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4898,7138,1,19,28,25,3,Latino/Hispanic American,0,1,1,10,25,25,20,10,3,4,6,7,5,40,20,20,20,0,8,10,10,10,10,8,10,10,10,7,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4899,7139,1,19,28,34,6,Asian/Pacific Islander/Asian-American,0,1,1,15,20,20,15,15,10,8,8,8,10,40,20,20,20,0,8,10,10,10,10,6,10,9,10,9,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,7,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4900,7140,1,19,28,30,2,Black/African American,0,1,1,15,20,10,30,5,9,7,9,9,8,40,20,20,20,0,8,10,10,10,10,8,10,10,10,10,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4901,7141,1,19,28,27,1,Latino/Hispanic American,0,1,1,10,15,30,10,15,6,3,8,6,5,40,20,20,20,0,8,10,10,10,10,7,10,8,9,7,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,6,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4902,7142,1,19,28,25,3,European/Caucasian-American,1,1,1,20,20,20,15,15,4,4,4,7,5,40,20,20,20,0,8,10,10,10,10,8,10,8,9,7,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4903,7143,1,19,28,27,1,Latino/Hispanic American,0,1,1,16,19,16,17,15,7,7,7,8,7,40,20,20,20,0,8,10,10,10,10,9,10,10,9,8,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,7,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4904,7144,1,19,28,26,2,European/Caucasian-American,1,1,1,20,20,10,20,10,8,7,7,7,7,40,20,20,20,0,8,10,10,10,10,9,10,10,9,9,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,9,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4905,7145,1,19,28,27,1,European/Caucasian-American,1,1,1,15,15,20,20,15,3,6,7,5,4,40,20,20,20,0,8,10,10,10,10,9,10,10,10,8,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,0,8,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4906,7146,1,19,28,26,2,European/Caucasian-American,1,1,1,16,18,18,20,12,5,8,8,10,7,40,20,20,20,0,8,10,10,10,10,9,10,9,10,9,10,1,10,10,10,10,5,1,1,10,5,10,10,10,10,10,5,1,8,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4907,7151,1,19,31,29,2,Asian/Pacific Islander/Asian-American,1,1,1,10,20,25,25,10,3,3,8,2,2,16,16,20,16,16,4,8,2,9,9,9,8,10,8,7,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4908,7152,1,19,31,30,1,Asian/Pacific Islander/Asian-American,1,1,1,15,15,25,10,15,3,5,6,2,3,16,16,20,16,16,4,8,2,9,9,8,7,10,10,8,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,0,7,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4909,7154,1,19,31,34,3,Asian/Pacific Islander/Asian-American,1,1,1,15,20,20,15,15,8,10,10,8,8,16,16,20,16,16,4,8,2,9,9,7,7,8,5,9,7,3,5,9,9,9,9,3,7,9,1,9,9,9,9,2,7,1,6,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4910,7162,1,19,29,24,5,European/Caucasian-American,0,4,3,10,20,20,15,20,0,0,0,0,0,20,15,20,15,15,8,8,7,8,7,9,10,10,9,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4911,7163,1,19,29,24,5,European/Caucasian-American,0,4,3,20,20,20,20,20,7,10,10,6,6,20,15,20,15,15,8,8,7,8,7,9,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,7164,1,19,29,25,4,Other,0,4,3,15,25,15,15,15,5,8,7,5,8,20,15,20,15,15,8,8,7,8,7,10,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4913,7165,1,19,29,25,4,Asian/Pacific Islander/Asian-American,0,4,3,20,10,20,20,10,6,8,8,7,7,20,15,20,15,15,8,8,7,8,7,9,9,10,9,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,1,8,0,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4914,7166,1,19,29,29,0,Asian/Pacific Islander/Asian-American,0,4,3,10,20,25,25,10,3,4,5,3,2,20,15,20,15,15,8,8,7,8,7,10,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4915,7167,1,19,29,30,1,Asian/Pacific Islander/Asian-American,0,4,3,15,15,25,10,15,4,4,4,4,4,20,15,20,15,15,8,8,7,8,7,10,10,10,9,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4916,7168,1,19,29,25,4,Latino/Hispanic American,0,4,3,10,25,25,20,10,2,2,5,1,3,20,15,20,15,15,8,8,7,8,7,10,10,9,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4917,7169,1,19,29,34,5,Asian/Pacific Islander/Asian-American,0,4,3,15,20,20,15,15,8,9,9,8,7,20,15,20,15,15,8,8,7,8,7,9,10,10,8,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,8,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4918,7170,1,19,29,30,1,Black/African American,1,4,3,15,20,10,30,5,4,9,8,6,6,20,15,20,15,15,8,8,7,8,7,10,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4919,7171,1,19,29,27,2,Latino/Hispanic American,0,4,3,10,15,30,10,15,4,4,4,4,4,20,15,20,15,15,8,8,7,8,7,9,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4920,7172,1,19,29,25,4,European/Caucasian-American,0,4,3,20,20,20,15,15,7,8,8,8,5,20,15,20,15,15,8,8,7,8,7,10,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,10,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4921,7174,1,19,29,26,3,European/Caucasian-American,0,4,3,20,20,10,20,10,6,5,5,5,5,20,15,20,15,15,8,8,7,8,7,10,10,9,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4922,7175,1,19,29,27,2,European/Caucasian-American,0,4,3,15,15,20,20,15,1,5,4,1,3,20,15,20,15,15,8,8,7,8,7,9,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,9,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4923,7176,1,19,29,26,3,European/Caucasian-American,0,4,3,16,18,18,20,12,2,8,7,6,6,20,15,20,15,15,8,8,7,8,7,10,10,10,10,10,6,10,9,7,7,7,4,6,6,9,8,8,8,7,8,7,4,0,10,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4924,7178,1,19,32,24,8,European/Caucasian-American,0,1,1,20,20,20,20,20,7,8,10,7,9,20,20,20,15,10,7,10,8,9,9,9,7,7,4,8,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4925,7180,1,19,32,25,7,Asian/Pacific Islander/Asian-American,0,1,1,20,10,20,20,10,7,7,7,5,8,20,20,20,15,10,7,10,8,9,9,8,7,6,8,6,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4926,7182,1,19,32,30,2,Asian/Pacific Islander/Asian-American,0,1,1,15,15,25,10,15,6,6,5,5,4,20,20,20,15,10,7,10,8,9,9,6,7,8,6,8,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4927,7183,1,19,32,25,7,Latino/Hispanic American,1,1,1,10,25,25,20,10,3,4,6,5,9,20,20,20,15,10,7,10,8,9,9,4,7,7,6,8,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4928,7184,1,19,32,34,2,Asian/Pacific Islander/Asian-American,0,1,1,15,20,20,15,15,8,9,9,8,8,20,20,20,15,10,7,10,8,9,9,5,7,6,4,5,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,3,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4929,7186,1,19,32,27,5,Latino/Hispanic American,1,1,1,10,15,30,10,15,5,6,7,5,5,20,20,20,15,10,7,10,8,9,9,5,7,6,5,7,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4930,7187,1,19,32,25,7,European/Caucasian-American,0,1,1,20,20,20,15,15,8,8,8,7,8,20,20,20,15,10,7,10,8,9,9,8,8,7,6,7,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0,7,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4931,7188,1,19,32,27,5,Latino/Hispanic American,1,1,1,16,19,16,17,15,6,6,8,5,7,20,20,20,15,10,7,10,8,9,9,4,6,7,7,6,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4932,7189,1,19,32,26,6,European/Caucasian-American,0,1,1,20,20,10,20,10,8,9,8,6,7,20,20,20,15,10,7,10,8,9,9,8,8,8,8,8,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0,9,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4933,7190,1,19,32,27,5,European/Caucasian-American,0,1,1,15,15,20,20,15,3,8,9,6,9,20,20,20,15,10,7,10,8,9,9,9,7,8,7,7,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,0,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4934,7191,1,19,32,26,6,European/Caucasian-American,0,1,1,16,18,18,20,12,4,10,9,8,9,20,20,20,15,10,7,10,8,9,9,6,8,9,6,7,7,1,3,10,8,6,4,1,9,8,1,7,10,5,8,2,2,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4935,7193,1,19,24,24,0,European/Caucasian-American,0,1,1,20,20,20,20,20,6,10,10,8,8,25,26,15,10,9,7,9,6,8,5,8,5,5,5,9,4,4,2,8,5,3,2,5,2,7,8,5,9,6,10,6,2,0,6,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
